FirstName,LastName,Gender,Title,CompanyName,AnnualRevenue,NumEmployees,DateLastContacted,CompanyLocation,EmailAddress,DealSize,Industry,NumOpens,DaysSince,DealStatus,SalesNotes
Muzna,al-Ghattas,1,Manager,NetSys Ltd,24708675,1235,2024-03-28,Ukraine,mal-ghattas@netsysltd.com,123543,Information,67,119,Lead,"Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-08 to discuss their specific needs. Attended Webinar and met with Manager. They're exploring options to improve their data analytics capabilities and mentioned our competitor, IBM IX. Follow-up email sent. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. Manager had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Manager requested a meeting to discuss expanding the project scope to include change management."
Iseandre,Abram,0,Marketing Coordinator,GlobalMarket Inc,85231230,4262,2024-06-14,USA,iabram@globalmarketinc.com,426156,Management,46,41,Opportunity,"Attended Webinar and met with CFO. They're exploring options to improve their AI implementation and mentioned our competitor, BCG. Follow-up email sent. Attended Webinar and met with CFO. They're exploring options to improve their AI implementation and mentioned our competitor, BCG. Follow-up email sent. Follow-up call after proposal submission. CFO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Call with CFO to address their concerns about our qualifications. Reassured them about our commitment to delivering results and agreed on a plan of action. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Marcius,Coleman,0,Manager,HighSolve Corp,52110715,2606,2024-05-23,Ukraine,mcoleman@highsolvecorp.com,260554,Agriculture,46,63,Opportunity,"Attended Networking Event and met with VP. They're exploring options to improve their customer experience and mentioned our competitor, McKinsey. Follow-up email sent. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in customer experience."
Kalyn,Wartman,1,Marketing Coordinator,GlobalMart LLC,79917851,3996,2024-02-05,Mexico,kwartman@globalmartllc.com,399589,Management,22,171,Suspect,"Attended Networking Event and met with CFO. They're exploring options to improve their change management and mentioned our competitor, BCG. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-04 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Call with CFO to address their concerns about budget allocation. Reassured them about our commitment to delivering results and agreed on a plan of action."
Destiny,Rosales-Griego,1,VP,SuperHard Inc,49950806,2498,2024-06-23,Australia,drosales-griego@superhardinc.com,249754,Real Estate,39,32,Opportunity,"Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Attended Trade Show and met with Manager. They're exploring options to improve their data analytics capabilities and mentioned our competitor, Deloitte. Follow-up email sent."
Rose,Larkin,1,Manager,EduSoft LLC,57470792,2874,2024-07-05,Australia,rlarkin@edusoftllc.com,287354,Education,29,20,Closed Won,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
David,Edmondson,0,Manager,FarmWare LLP,18130580,907,2024-03-04,Brazil,dedmondson@farmwarellp.com,90653,Mining,45,143,Prospect,"Attended Coregistration Event and met with CTO. They're exploring options to improve their change management and mentioned our competitor, IBM IX. Follow-up email sent. Attended Coregistration Event and met with CTO. They're exploring options to improve their change management and mentioned our competitor, IBM IX. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing declining sales. They seem open to a strategic assessment. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-03 to discuss next steps. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations."
Justin,Alexus,0,VP,SuperTech Inc,27027043,1351,2024-07-05,South Korea,jalexus@supertechinc.com,135135,Professional,13,20,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-04 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-04 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing market expansion. They seem open to a strategic assessment. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-04 to discuss next steps. Call with Director to address their concerns about project timeline. Reassured them about our commitment to delivering results and agreed on a plan of action. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in profit margins.
Cassidy,Rodriguez,1,Senior Manager,EcoMart LLC,63291306,3165,2024-01-28,France,crodriguez@ecomartllc.com,316457,Information,18,179,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Attended Coregistration Event and met with CFO. They're exploring options to improve their profit margins and mentioned our competitor, KPMG. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing merger. They seem open to a strategic assessment."
Rachel,Mirhossaini,1,Marketing Coordinator,HighWare LLC,52486420,2624,2024-02-23,Germany,rmirhossaini@highwarellc.com,262432,Health Care,20,153,Suspect,"Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Attended Trade Show and met with CFO. They're exploring options to improve their AI implementation and mentioned our competitor, KPMG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Call with CFO to address their concerns about project timeline. Reassured them about our commitment to delivering results and agreed on a plan of action."
