"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"3004",94602101,10000,"Brough","Ramza","Referral","Negotiation","Victor","Great Goods Inc.",2017-10-03,0
"3005",48875963,70000,"Snow","Ladonna","Conference","Opportunity","Victor","Popular Services LLC",2014-01-21,0
"3006",33885353,30000,"Jaso","Alexandra","Email","Lead","Johnson","Popular Enterprises Inc.",2012-04-23,0
"3007",17295257,60000,"Mincic","Anna","Paid Ads","Negotiation","Rachelle","Great Services Inc.",2014-06-22,0
"3008",78701142,20000,"Taylor","Alaina","Referral","Opportunity","Nestor","Popular Services Inc.",2014-09-05,0
"3009",8189205,90000,"Robertson","Michael","Web","Opportunity","Angelo","Popular Products Inc.",2017-09-08,0
"3010",34562304,50000,"Cooper","Susan","Trade Show","Opportunity","Victor","Popular Goods LLC",2012-12-03,0
"3011",82940624,90000,"Herde","Michael","Paid Ads","Proposal","Shay","Great Services LLC",2014-07-30,0
"3012",81272547,60000,"Shaffer","Morgan","Social","Prospect","Rachelle","Wonderful Partners Inc.",2013-02-14,0
"3013",98831921,60000,"Edwards","Hoang","Web","Suspect","Shay","Great Products LLP",2013-02-19,0
"3014",80825059,30000,"Cabrera","Isaiah","Trade Show","Negotiation","Shay","Great Products LLP",2014-08-03,0
"3015",86952439,40000,"Hernandez","Mary","Web","Negotiation","Shay","Great Enterprises Inc.",2014-04-29,0
"3016",71314579,70000,"Quick","Clark","Email","Proposal","Angelo","Wonderful Partners Inc.",2016-11-23,0
"3017",56839468,40000,"Martinez","Caleb","Email","Closed Lost","Nestor","Great Goods LLC",2014-10-27,0
"3018",78463784,50000,"al-Saah","Eunicia","Web","Negotiation","Shay","Great Partners LLP",2014-12-18,0
"3019",68817951,70000,"el-Murad","Shelley","Email","Prospect","Johnson","Popular Goods Inc.",2012-03-19,0
"3020",83986529,60000,"Xue","Macella","Referral","Opportunity","Haamida","Popular Partners LLP",2015-09-04,0
"3021",92087056,50000,"Janis","Kyla","Webinar","Closed Won","Angelo","Great Goods Inc.",2012-06-01,1
"3022",5939088,50000,"el-Obeid","Miriam Aileen","Social","Lead","Haamida","Wonderful Partners LLP",2013-03-02,0
"3023",11794922,20000,"Waite","Andrea","Trade Show","Closed Lost","Nestor","Wonderful Products Inc.",2017-03-02,0
"3024",784701,90000,"Gibson","Angad","Paid Ads","Negotiation","Victor","Popular Partners LLC",2016-03-02,0
"3025",63344979,60000,"Lisle","Jeffrey","Email","Prospect","Hunter","Popular Services LLC",2016-05-12,0
"3026",34485519,10000,"Chase","Thaamir","Web","Closed Won","Haamida","Wonderful Partners LLP",2015-08-09,1
"3027",72765036,70000,"Macdonald","Justin","Email","Suspect","Haamida","Wonderful Goods Inc.",2016-03-28,0
"3028",81658909,70000,"Seikkula","Bryana","Webinar","Opportunity","Johnson","Popular Products Inc.",2013-10-29,0
"3029",21073891,50000,"Phu","Mufliha","Trade Show","Suspect","Haamida","Great Services Inc.",2017-11-08,0
"3030",51513131,90000,"Ahlstrom","Angelique","Trade Show","Negotiation","Nestor","Popular Products LLP",2017-09-07,0
"3031",3306946,90000,"Simpson","Katelyn","Webinar","Lead","Rachelle","Popular Services LLC",2014-01-20,0
"3032",1556510,60000,"Diaz Toledo","Marilu","Paid Ads","Prospect","Rachelle","Popular Enterprises Inc.",2013-07-03,0
"3033",25905764,50000,"Lee","Chenchar","Referral","Closed Won","Haamida","Great Services Inc.",2014-11-05,1
"3034",46404600,30000,"Aguilar","Trevon","Webinar","Opportunity","Nestor","Wonderful Enterprises Inc.",2017-07-02,0
"3035",95968592,10000,"Singleton","Caroline","Web","Prospect","Shay","Popular Enterprises Inc.",2013-11-07,0
"3036",37248483,80000,"Mendiola","Mekayla","Paid Ads","Lead","Rachelle","Great Goods LLP",2013-11-24,0
"3037",27190120,50000,"Ferguson","Joslyn","Webinar","Closed Won","Angelo","Wonderful Goods LLC",2013-05-15,1
"3038",2513341,100000,"Guadron","Lauren","Web","Opportunity","Shay","Popular Enterprises Inc.",2014-12-14,0
"3039",51426032,80000,"Howard","Kyra","Trade Show","Proposal","Shay","Popular Services LLC",2017-04-27,0
"3040",3487904,100000,"Duncan","Christy","Trade Show","Closed Lost","Nestor","Wonderful Services LLC",2013-03-29,0
"3041",12000164,20000,"al-Muhammed","Ryley","Trade Show","Lead","Victor","Great Enterprises LLP",2015-12-03,0
"3042",87439671,80000,"el-Dia","Aziz","Paid Ads","Proposal","Shay","Popular Goods LLP",2016-03-24,0
"3043",39660695,30000,"Refuerzo","Bao","Conference","Opportunity","Rachelle","Wonderful Enterprises LLP",2017-09-11,0
"3044",30200090,30000,"Borcic","Jesus","Paid Ads","Opportunity","Nestor","Great Enterprises Inc.",2012-11-16,0
"3045",12423930,90000,"Sherer","Uqbah","Paid Ads","Closed Won","Angelo","Great Products Inc.",2016-10-12,1
"3046",82458758,50000,"Alexander","Maverick","Paid Ads","Proposal","Nestor","Popular Services Inc.",2012-05-11,0
"3047",20484875,70000,"Lucero","Blake","Trade Show","Lead","Haamida","Popular Partners LLC",2016-08-25,0
"3048",11873850,100000,"Acosta","Moses","Web","Prospect","Rachelle","Popular Goods LLC",2015-12-30,0
"3049",33404438,10000,"Ortiz","Keosomalee","Conference","Lead","Shay","Great Services LLP",2016-05-07,0
"3050",53942215,50000,"Bunge","Kevin","Webinar","Closed Won","Angelo","Great Services LLP",2013-05-11,1
"3051",73172296,90000,"Romero","Taaliba","Social","Lead","Nestor","Great Partners LLC",2012-03-29,0
"3052",75611413,30000,"el-Hallal","Majdi","Paid Ads","Prospect","Johnson","Popular Partners LLP",2014-04-25,0
"3053",74610416,10000,"Johnson","Nhat Phuong","Email","Closed Won","Shay","Great Enterprises LLP",2012-11-24,1
"3054",58108765,10000,"Sharpe","Salvador","Social","Lead","Haamida","Wonderful Partners LLP",2017-10-03,0
"3055",35470723,10000,"Brauer","Drew","Social","Prospect","Victor","Wonderful Products LLP",2014-01-21,0
"3056",17014358,20000,"Meza-Galvan","Taren","Web","Opportunity","Hunter","Popular Services Inc.",2012-04-23,0
"3057",86810794,100000,"al-Saade","Millicent","Web","Prospect","Hunter","Wonderful Products LLC",2014-06-22,0
"3058",43676557,70000,"Deets","Thaamira","Webinar","Closed Won","Rachelle","Great Products LLC",2014-09-05,1
"3059",7953698,60000,"Zhang","Waheeda","Webinar","Negotiation","Angelo","Great Services LLC",2017-09-08,0
"3060",24883613,50000,"Mcallister","Svetlana","Paid Ads","Negotiation","Johnson","Popular Partners LLC",2012-12-03,0
"3061",21806369,10000,"Allen","Mikaela","Trade Show","Prospect","Victor","Popular Goods Inc.",2014-07-30,0
"3062",47959650,80000,"Lee","Kaileigh","Web","Suspect","Hunter","Wonderful Services LLP",2013-02-14,0
"3063",44977200,100000,"Sparks","Vincent","Social","Closed Won","Hunter","Great Goods Inc.",2013-02-19,1
"3064",62826697,20000,"Bastidos","Samuel","Referral","Closed Lost","Johnson","Wonderful Products LLC",2014-08-03,0
"3065",47978411,60000,"Valdez","Valeria","Conference","Prospect","Shay","Wonderful Enterprises Inc.",2014-04-29,0
"3066",58597086,10000,"Brauher","Elisa","Email","Closed Lost","Victor","Popular Products LLP",2016-11-23,0
"3067",8181469,40000,"Mestas","Celeste","Webinar","Suspect","Rachelle","Popular Services LLC",2014-10-27,0
"3068",16663712,80000,"Salaz","Ezequiel","Webinar","Opportunity","Haamida","Popular Enterprises LLC",2014-12-18,0
"3069",42180517,70000,"Schossow","Lauren","Conference","Opportunity","Victor","Great Goods LLP",2012-03-19,0
"3070",96332640,30000,"Coley","Muajkoob","Web","Proposal","Shay","Great Partners LLC",2015-09-04,0
"3071",73545238,100000,"Ali","Shaheera","Conference","Suspect","Rachelle","Wonderful Services LLC",2012-06-01,0
"3072",36474132,70000,"Villalobos Herrera","Tergel","Social","Negotiation","Haamida","Wonderful Goods Inc.",2013-03-02,0
"3073",79019617,70000,"Lee","Collin","Web","Lead","Victor","Great Goods LLC",2017-03-02,0
"3074",40330099,100000,"Nakasone","Daniel","Web","Closed Lost","Victor","Wonderful Partners LLC",2016-03-02,0
"3075",74666323,50000,"Carpinelli","Gabe","Trade Show","Proposal","Johnson","Popular Goods LLP",2016-05-12,0
"3076",38393280,70000,"Robles","Hasan","Web","Closed Won","Haamida","Great Enterprises LLP",2015-08-09,1
"3077",50413296,20000,"Bishop","Bre'Zhane","Trade Show","Closed Won","Rachelle","Wonderful Enterprises LLP",2016-03-28,1
"3078",4547240,20000,"Kottenstette","Myranda","Web","Proposal","Rachelle","Popular Products Inc.",2013-10-29,0
"3079",83459103,100000,"Throm","Chelsea","Webinar","Lead","Victor","Great Enterprises LLC",2017-11-08,0
"3080",95311325,50000,"Fuentes Gonzalez","Jacinda","Referral","Closed Lost","Victor","Popular Enterprises LLP",2017-09-07,0
"3081",85534129,40000,"Caletena","Rowtinya","Webinar","Closed Won","Nestor","Great Services LLC",2014-01-20,1
"3082",211888,10000,"Chung","Raven","Webinar","Proposal","Haamida","Popular Goods LLC",2013-07-03,0
"3083",96559106,80000,"al-Iqbal","Luis","Trade Show","Negotiation","Hunter","Wonderful Goods Inc.",2014-11-05,0
"3084",99160642,30000,"Davis","Aric","Paid Ads","Prospect","Nestor","Great Partners LLP",2017-07-02,0
"3085",80641964,10000,"Urban","Kulthum","Web","Opportunity","Nestor","Great Partners Inc.",2013-11-07,0
"3086",97158089,100000,"Baldino","Navro","Social","Suspect","Johnson","Popular Enterprises Inc.",2013-11-24,0
"3087",1565866,50000,"Ditlevson","Leslie","Paid Ads","Suspect","Haamida","Great Services Inc.",2013-05-15,0
"3088",49316373,100000,"Murphy","Drake","Referral","Negotiation","Johnson","Wonderful Services LLP",2014-12-14,0
"3089",25552272,70000,"Pacheco","Hikma","Email","Prospect","Hunter","Wonderful Partners Inc.",2017-04-27,0
"3090",902728,80000,"Rodrigues","Joshua","Web","Proposal","Hunter","Wonderful Partners Inc.",2013-03-29,0
"3091",50627070,90000,"Arbour","Phuong","Trade Show","Opportunity","Johnson","Wonderful Partners LLC",2015-12-03,0
"3092",59259346,20000,"Manuel","Bailee","Paid Ads","Prospect","Victor","Popular Partners Inc.",2016-03-24,0
"3093",20443066,20000,"Ward","A'Jonte","Trade Show","Lead","Haamida","Great Products Inc.",2017-09-11,0
"3094",13358062,20000,"al-Ayoob","Saurya","Email","Negotiation","Shay","Wonderful Goods Inc.",2012-11-16,0
"3095",80138505,20000,"Blanco","Kwaja","Email","Lead","Victor","Great Goods LLC",2016-10-12,0
"3096",67277205,90000,"Landin","Roshni","Referral","Negotiation","Angelo","Great Enterprises Inc.",2012-05-11,0
"3097",49356410,10000,"Velez","Jevoni","Social","Negotiation","Johnson","Wonderful Products LLP",2016-08-25,0
"3098",38586414,90000,"Kuch","Cheyenne","Paid Ads","Closed Lost","Rachelle","Great Partners LLP",2015-12-30,0
"3099",70784773,50000,"Falcon","Elisha","Web","Closed Won","Victor","Great Goods Inc.",2016-05-07,1
"3100",73736907,80000,"Gonseth","Patrick","Trade Show","Opportunity","Shay","Great Partners Inc.",2013-05-11,0
"3101",46418900,80000,"Ketema","Awni","Referral","Suspect","Victor","Wonderful Goods LLC",2012-03-29,0
"3102",77695730,70000,"el-Dia","Jacqueline","Trade Show","Negotiation","Victor","Great Products LLC",2014-04-25,0
"3103",19537392,90000,"Romero","Justin","Webinar","Lead","Nestor","Wonderful Goods LLC",2012-11-24,0
"3104",60620219,30000,"Engel","Mary","Paid Ads","Negotiation","Victor","Wonderful Services LLC",2017-10-03,0
"3105",42241394,80000,"Archuleta","Olivia","Social","Closed Won","Shay","Great Products LLP",2014-01-21,1
"3106",13857750,10000,"Adams","Jesse","Social","Opportunity","Nestor","Great Partners LLP",2012-04-23,0
"3107",97089974,70000,"el-Saade","Khawla","Webinar","Opportunity","Shay","Great Goods Inc.",2014-06-22,0
"3108",94036490,60000,"Shin","Casey","Conference","Lead","Angelo","Popular Goods Inc.",2014-09-05,0
"3109",74465082,60000,"el-Ibrahim","Naomi","Conference","Opportunity","Hunter","Popular Enterprises Inc.",2017-09-08,0
"3110",71820638,60000,"Stonestreet","Nicholas","Trade Show","Suspect","Angelo","Wonderful Services LLC",2012-12-03,0
"3111",71753346,30000,"Nguyen","Desirrae","Trade Show","Proposal","Shay","Great Enterprises Inc.",2014-07-30,0
"3112",46601123,70000,"Warero Jr","Aatika","Web","Closed Won","Johnson","Great Products LLC",2013-02-14,1
"3113",78015358,40000,"Reyes","Esteban","Email","Negotiation","Hunter","Great Services LLP",2013-02-19,0
"3114",635596,10000,"Le","Terry","Conference","Negotiation","Angelo","Wonderful Partners LLP",2014-08-03,0
"3115",97361598,60000,"Beaulieu","Geya","Referral","Closed Won","Haamida","Great Goods Inc.",2014-04-29,1
"3116",37944627,20000,"Reyes","Jessica","Email","Proposal","Nestor","Wonderful Products LLC",2016-11-23,0
"3117",18812584,30000,"Conner","Alejandro","Trade Show","Negotiation","Haamida","Great Goods Inc.",2014-10-27,0
"3118",85892396,40000,"Galvan","Vincent","Paid Ads","Suspect","Victor","Great Enterprises LLP",2014-12-18,0
"3119",6017957,70000,"Knight","Mandy","Social","Suspect","Johnson","Popular Partners LLP",2012-03-19,0
"3120",68792251,100000,"Corona Ibarra","Emily","Email","Suspect","Johnson","Great Partners LLC",2015-09-04,0
"3121",52425141,10000,"Romero","Ibrahim","Conference","Closed Won","Shay","Wonderful Enterprises LLC",2012-06-01,1
"3122",45363419,30000,"Than","Jacob","Email","Negotiation","Shay","Wonderful Products LLP",2013-03-02,0
"3123",29284787,90000,"Martinez","Linda","Webinar","Closed Lost","Hunter","Great Enterprises LLP",2017-03-02,0
"3124",42657443,100000,"Hursey","Sara","Trade Show","Negotiation","Angelo","Popular Enterprises Inc.",2016-03-02,0
"3125",59488621,30000,"Nayak","Sydnee","Referral","Suspect","Shay","Wonderful Partners LLC",2016-05-12,0
"3126",54224128,10000,"al-Shabazz","Ayana","Paid Ads","Lead","Victor","Great Partners LLC",2015-08-09,0
"3127",16802508,100000,"Gomez Rios","Tionna","Paid Ads","Suspect","Victor","Great Services LLP",2016-03-28,0
"3128",95413643,20000,"Kabat","Venise","Social","Closed Won","Haamida","Popular Products LLP",2013-10-29,1
"3129",6569174,30000,"Lucero","Diana","Referral","Negotiation","Angelo","Great Goods LLC",2017-11-08,0
"3130",32483091,70000,"Nelson","Forrest","Conference","Opportunity","Johnson","Wonderful Enterprises Inc.",2017-09-07,0
"3131",43415280,50000,"el-Meskin","Musfira","Paid Ads","Suspect","Johnson","Great Goods LLP",2014-01-20,0
"3132",40934109,50000,"Broeren","Lydia","Email","Closed Lost","Angelo","Great Goods LLC",2013-07-03,0
"3133",14780654,60000,"Cabrera","Octavia","Conference","Negotiation","Hunter","Popular Products LLC",2014-11-05,0
"3134",55244457,100000,"Sala","Derrick","Referral","Proposal","Johnson","Popular Products LLC",2017-07-02,0
"3135",44297542,90000,"Caine","Joseph","Referral","Closed Won","Rachelle","Popular Goods LLC",2013-11-07,1
"3136",18819571,30000,"Kreutz","Shawna","Webinar","Proposal","Angelo","Wonderful Products LLP",2013-11-24,0
"3137",40466871,10000,"Corona Ibarra","Melissa","Conference","Prospect","Rachelle","Wonderful Partners LLP",2013-05-15,0
"3138",59782317,10000,"al-Uddin","Forrest","Web","Closed Won","Angelo","Popular Products LLP",2014-12-14,1
"3139",6393845,100000,"Bell","Uwais","Conference","Prospect","Haamida","Popular Products LLP",2017-04-27,0
"3140",97983049,10000,"Abeyta","Eun Sol","Email","Closed Lost","Rachelle","Popular Services LLP",2013-03-29,0
"3141",90168290,100000,"el-Suleiman","Ashley","Webinar","Closed Won","Victor","Popular Services LLP",2015-12-03,1
"3142",93392544,80000,"Denzmore","Eddna","Web","Negotiation","Johnson","Popular Partners LLP",2016-03-24,0
"3143",65308852,30000,"Ortega","Zoe","Trade Show","Proposal","Shay","Wonderful Enterprises LLC",2017-09-11,0
"3144",55356636,10000,"el-Awan","Leah","Conference","Lead","Victor","Wonderful Services LLP",2012-11-16,0
"3145",65148028,90000,"Kim","Ha","Webinar","Proposal","Shay","Popular Enterprises LLC",2016-10-12,0
"3146",68173481,60000,"el-Shaheed","Dejouray","Web","Lead","Haamida","Popular Enterprises LLP",2012-05-11,0
"3147",32588769,10000,"al-Rahman","Dustin","Referral","Closed Won","Shay","Great Enterprises LLC",2016-08-25,1
"3148",91994772,40000,"al-Mohammed","Christian","Trade Show","Proposal","Haamida","Wonderful Products Inc.",2015-12-30,0
"3149",88711810,10000,"Hall","Taylor","Webinar","Negotiation","Rachelle","Popular Enterprises LLP",2016-05-07,0
"3150",22894026,90000,"el-Amiri","Tyson","Social","Prospect","Nestor","Popular Partners LLP",2013-05-11,0
"3151",17860273,70000,"Somers","Raven","Referral","Proposal","Haamida","Great Enterprises LLC",2012-03-29,0
"3152",44690953,100000,"O'Connor","Nolan","Referral","Lead","Nestor","Wonderful Products LLC",2014-04-25,0
"3153",43342082,100000,"al-Shakir","Musheera","Paid Ads","Prospect","Johnson","Wonderful Partners LLC",2012-11-24,0
"3154",39515690,10000,"Borrego","Jeremiah","Email","Proposal","Victor","Popular Services Inc.",2017-10-03,0
"3155",78713996,40000,"Trevizo","Mubarak","Paid Ads","Lead","Shay","Wonderful Goods LLP",2014-01-21,0
"3156",73408507,30000,"al-Abed","Emily","Web","Lead","Hunter","Wonderful Enterprises Inc.",2012-04-23,0
"3157",36163139,30000,"Burnett","Renee","Web","Suspect","Shay","Wonderful Goods LLP",2014-06-22,0
"3158",31262623,50000,"Martinez","Sean","Referral","Closed Won","Haamida","Great Services LLC",2014-09-05,1
"3159",74468130,60000,"Ali","Brendan","Webinar","Closed Lost","Shay","Popular Services LLC",2017-09-08,0
"3160",94480814,20000,"Watkins","Jaime","Referral","Proposal","Nestor","Great Enterprises LLP",2012-12-03,0
"3161",71270429,20000,"Clark","Kahlil","Referral","Suspect","Rachelle","Great Enterprises LLC",2014-07-30,0
"3162",90964754,60000,"Synn","Trae","Webinar","Lead","Nestor","Wonderful Partners LLP",2013-02-14,0
"3163",3259232,10000,"Sanchez","William","Referral","Closed Lost","Shay","Great Services Inc.",2013-02-19,0
"3164",97932063,10000,"Whiteskunk","Monica","Email","Closed Won","Haamida","Wonderful Partners LLC",2014-08-03,1
"3165",80357175,30000,"Munoz","Gabriel","Webinar","Prospect","Angelo","Wonderful Partners LLP",2014-04-29,0
"3166",81392984,20000,"Clark","Raashid","Trade Show","Negotiation","Angelo","Great Products LLP",2016-11-23,0
"3167",54212046,40000,"Mcbride","Nathaniel","Paid Ads","Prospect","Hunter","Wonderful Products LLP",2014-10-27,0
"3168",18124948,50000,"Woolsey","Kathryn","Trade Show","Closed Lost","Angelo","Wonderful Enterprises LLC",2014-12-18,0
"3169",90764310,30000,"Cusumano","Raymond","Conference","Prospect","Haamida","Popular Products LLC",2012-03-19,0
"3170",17066511,50000,"Mercado","Jessica","Email","Negotiation","Rachelle","Great Services LLP",2015-09-04,0
"3171",40394927,50000,"el-Masri","Zachary","Trade Show","Prospect","Hunter","Great Enterprises Inc.",2012-06-01,0
"3172",50593743,10000,"al-Mahdavi","Idrees","Conference","Lead","Johnson","Wonderful Goods Inc.",2013-03-02,0
"3173",64717671,80000,"Smith","Jaquey","Webinar","Negotiation","Angelo","Popular Services LLC",2017-03-02,0
"3174",9718646,80000,"Martinez","Kathryn","Social","Proposal","Nestor","Wonderful Products LLP",2016-03-02,0
